Assembly	Cluster	X1	X2	ST	Country	CollectionYear	Aerobactin	Salmochelin	Species	Bla_Carb_acquired	Genotype
GCF_014837595.1_ASM1483759v1_genomic.fna		-23.199665069580078	-0.22817932069301605	ST252	USA	2019	-	-	Klebsiella pneumoniae	KPC-2	CRKp
GCF_014837605.1_ASM1483760v1_genomic.fna		-22.475120544433594	-3.03450083732605	ST48	USA	2019	-	-	Klebsiella pneumoniae	KPC-3	CRKp
GCF_014837635.1_ASM1483763v1_genomic.fna		-22.157827377319336	-0.03175646439194679	ST13	USA	2019	-	-	Klebsiella pneumoniae	KPC-2	CRKp
GCF_014837665.1_ASM1483766v1_genomic.fna		-22.763526916503906	-3.787266969680786	ST258	USA	2019	-	-	Klebsiella pneumoniae	KPC-3	CRKp
GCF_014837715.1_ASM1483771v1_genomic.fna		-23.203214645385742	-3.4347002506256104	ST258	USA	2016	-	-	Klebsiella pneumoniae	KPC-3	CRKp
GCF_014837755.1_ASM1483775v1_genomic.fna		-21.15512466430664	-2.259877920150757	ST273-1LV	USA	2018	-	-	Klebsiella pneumoniae	KPC-3	CRKp
GCF_014837795.1_ASM1483779v1_genomic.fna		-21.15512466430664	-2.259877920150757	ST273-1LV	USA	2018	-	-	Klebsiella pneumoniae	KPC-3	CRKp
GCF_014837805.1_ASM1483780v1_genomic.fna		-22.531261444091797	0.7188777923583984	ST30	USA	2018	-	-	Klebsiella pneumoniae	KPC-3	CRKp
GCF_014837815.1_ASM1483781v1_genomic.fna		-24.390846252441406	2.126070976257324	ST35	USA	2018	-	-	Klebsiella pneumoniae	KPC-3	CRKp
GCF_014837855.1_ASM1483785v1_genomic.fna		-21.753007888793945	-2.5351204872131348	ST873	USA	2018	-	-	Klebsiella pneumoniae	KPC-3	CRKp
GCF_014837895.1_ASM1483789v1_genomic.fna		-23.162200927734375	-0.1248912438750267	ST1061	USA	2016	-	-	Klebsiella pneumoniae	KPC-2	CRKp
GCF_014838015.1_ASM1483801v1_genomic.fna		-22.55168914794922	-3.6972815990448	ST258	USA	2018	-	-	Klebsiella pneumoniae	KPC-2	CRKp
GCF_014838035.1_ASM1483803v1_genomic.fna		-22.50245475769043	-2.9264261722564697	ST48	USA	2016	-	-	Klebsiella pneumoniae	KPC-3	CRKp
GCF_014838045.1_ASM1483804v1_genomic.fna		-22.004438400268555	-4.732325553894043	ST258	USA	2018	-	-	Klebsiella pneumoniae	KPC-2	CRKp
GCF_014838075.1_ASM1483807v1_genomic.fna		-22.640892028808594	0.43068477511405945	ST3626	USA	2018	-	-	Klebsiella pneumoniae	KPC-3	CRKp
GCF_014838095.1_ASM1483809v1_genomic.fna		-21.898469924926758	0.400518536567688	ST188	USA	2018	-	-	Klebsiella pneumoniae	KPC-3	CRKp
GCF_014838115.1_ASM1483811v1_genomic.fna		-22.31352424621582	3.536804676055908	ST17	USA	2018	-	-	Klebsiella pneumoniae	KPC-3	CRKp
GCF_014838135.1_ASM1483813v1_genomic.fna		-21.234317779541016	-2.3821969032287598	ST11	USA	2018	-	-	Klebsiella pneumoniae	KPC-3	CRKp
GCF_014838155.1_ASM1483815v1_genomic.fna		-22.55168914794922	-3.6972815990448	ST258	USA	2016	-	-	Klebsiella pneumoniae	KPC-2	CRKp
GCF_014838195.1_ASM1483819v1_genomic.fna		-22.25348663330078	-4.039797782897949	ST258	USA	2018	-	-	Klebsiella pneumoniae	KPC-3	CRKp
GCF_014838235.1_ASM1483823v1_genomic.fna		-22.324268341064453	-3.612610340118408	ST258	USA	2018	-	-	Klebsiella pneumoniae	KPC-3	CRKp
GCF_014838285.1_ASM1483828v1_genomic.fna		-21.15512466430664	-2.259877920150757	ST273-1LV	USA	2018	-	-	Klebsiella pneumoniae	KPC-3	CRKp
GCF_014838315.1_ASM1483831v1_genomic.fna		-22.882312774658203	-3.835045099258423	ST258	USA	2017	-	-	Klebsiella pneumoniae	KPC-2	CRKp
GCF_014838335.1_ASM1483833v1_genomic.fna		-21.304044723510742	-1.0102874040603638	ST15	USA	2018	-	-	Klebsiella pneumoniae	KPC-3	CRKp
GCF_014838355.1_ASM1483835v1_genomic.fna		-22.47707176208496	-2.9857699871063232	ST48	USA	2017	-	-	Klebsiella pneumoniae	KPC-3	CRKp
GCF_014838365.1_ASM1483836v1_genomic.fna		-22.324268341064453	-3.612610340118408	ST258	USA	2017	-	-	Klebsiella pneumoniae	KPC-3	CRKp
GCF_014838385.1_ASM1483838v1_genomic.fna		-22.486963272094727	-3.014841079711914	ST48	USA	2016	-	-	Klebsiella pneumoniae	KPC-3	CRKp
GCF_014838435.1_ASM1483843v1_genomic.fna		-21.460182189941406	-2.757669687271118	ST299	USA	2018	-	-	Klebsiella pneumoniae	KPC-3	CRKp
GCF_014838465.1_ASM1483846v1_genomic.fna		-22.423412322998047	0.8383044004440308	ST268	USA	2017	-	-	Klebsiella pneumoniae	KPC-3	CRKp
GCF_014838475.1_ASM1483847v1_genomic.fna		-22.709680557250977	-2.066084384918213	ST307	USA	2017	-	-	Klebsiella pneumoniae	KPC-2	CRKp
GCF_014840245.1_ASM1484024v1_genomic.fna		-19.737289428710938	0.3293939530849457	ST14	Pakistan	2016	-	-	Klebsiella pneumoniae	NDM-1;OXA-232	CRKp
GCF_014840295.1_ASM1484029v1_genomic.fna		-22.07716178894043	1.4829163551330566	ST20	Pakistan	2016	-	-	Klebsiella pneumoniae	NDM-1	CRKp
GCF_014840305.1_ASM1484030v1_genomic.fna		-21.061948776245117	-0.254984587430954	ST147-1LV	Pakistan	2016	-	-	Klebsiella pneumoniae	NDM-1	CRKp
GCF_014840315.1_ASM1484031v1_genomic.fna		-22.007335662841797	3.0892956256866455	ST15	Pakistan	2016	-	-	Klebsiella pneumoniae	NDM-1;OXA-48	CRKp
GCF_014840325.1_ASM1484032v1_genomic.fna		-21.236343383789062	-3.8310532569885254	ST17	Pakistan	2016	-	-	Klebsiella pneumoniae	NDM-7	CRKp
GCF_014840345.1_ASM1484034v1_genomic.fna		-21.150087356567383	0.7459920048713684	ST11	Pakistan	2016	-	-	Klebsiella pneumoniae	NDM-1	CRKp
GCF_014840395.1_ASM1484039v1_genomic.fna		-20.575069427490234	0.0735580250620842	ST147	Pakistan	2016	-	-	Klebsiella pneumoniae	NDM-7;OXA-232	CRKp
GCF_014840405.1_ASM1484040v1_genomic.fna		-21.107648849487305	0.5863937735557556	ST147	Pakistan	2015	-	-	Klebsiella pneumoniae	OXA-48	CRKp
GCF_014840415.1_ASM1484041v1_genomic.fna		-22.623319625854492	5.930147171020508	ST39	Pakistan	2015	-	-	Klebsiella pneumoniae	NDM-1	CRKp
GCF_014840435.1_ASM1484043v1_genomic.fna		-20.69853401184082	0.1259215921163559	ST147	Pakistan	2015	-	-	Klebsiella pneumoniae	OXA-48	CRKp
GCF_014840475.1_ASM1484047v1_genomic.fna		-20.466005325317383	-1.3097598552703857	ST14	Pakistan	2016	-	-	Klebsiella pneumoniae	NDM-1;OXA-48	CRKp
GCF_014840495.1_ASM1484049v1_genomic.fna		-20.576478958129883	0.08463621884584427	ST147	Pakistan	2015	-	-	Klebsiella pneumoniae	NDM-7;OXA-232	CRKp
GCF_014840535.1_ASM1484053v1_genomic.fna		-24.677051544189453	0.9580058455467224	ST340	Pakistan	2015	-	-	Klebsiella pneumoniae	NDM-1	CRKp
GCF_014840555.1_ASM1484055v1_genomic.fna		-21.150087356567383	0.7459920048713684	ST11	Pakistan	2016	-	-	Klebsiella pneumoniae	NDM-1	CRKp
GCF_014840575.1_ASM1484057v1_genomic.fna		-22.193710327148438	-4.045144081115723	ST11	Pakistan	2015	-	-	Klebsiella pneumoniae	NDM-1	CRKp
GCF_014840595.1_ASM1484059v1_genomic.fna		-23.54745101928711	-2.000866651535034	ST437	Pakistan	2016	-	-	Klebsiella pneumoniae	OXA-48	CRKp
GCF_014840605.1_ASM1484060v1_genomic.fna		-20.629119873046875	-1.8134346008300781	ST101	Pakistan	2015	-	-	Klebsiella pneumoniae	NDM-1	CRKp
GCF_014840635.1_ASM1484063v1_genomic.fna	D	-23.423128128051758	5.178582668304443	ST231	Pakistan	2015	iuc 5	-	Klebsiella pneumoniae	OXA-232	CRhvKp
GCF_014840645.1_ASM1484064v1_genomic.fna		-20.744136810302734	-0.711527407169342	ST11	Pakistan	2016	-	-	Klebsiella pneumoniae	NDM-1;OXA-48	CRKp
GCF_014840655.1_ASM1484065v1_genomic.fna		-25.73455047607422	8.72557258605957	ST29	Pakistan	1998	iuc 1	iro 1	Klebsiella pneumoniae	-	hvKp
GCF_014840735.1_ASM1484073v1_genomic.fna		-23.831350326538086	7.883890151977539	ST65	Pakistan	1998	iuc 1	iro 1	Klebsiella pneumoniae	-	hvKp
GCF_014842715.1_ASM1484271v1_genomic.fna		-22.632150650024414	1.1692259311676025	ST736	Pakistan	2015	-	-	Klebsiella quasipneumoniae subsp. similipneumoniae	NDM-7	CRKp
GCF_014854815.1_ASM1485481v1_genomic.fna	A	-25.687061309814453	8.72662353515625	ST11	China	2016	iuc 1	-	Klebsiella pneumoniae	KPC-2	CRhvKp
GCF_014856185.1_ASM1485618v1_genomic.fna		-23.26786231994629	-1.3487606048583984	ST26	Germany	2014	-	-	Klebsiella pneumoniae	KPC-2;KPC-2	CRKp
GCF_014856205.1_ASM1485620v1_genomic.fna		-23.336164474487305	-1.4061447381973267	ST4239	Germany	2014	-	-	Klebsiella pneumoniae	KPC-2;KPC-2	CRKp
GCF_014856245.1_ASM1485624v1_genomic.fna		-24.479530334472656	1.6383273601531982	ST193	Germany	2014	-	-	Klebsiella pneumoniae	KPC-2	CRKp
GCF_014856275.1_ASM1485627v1_genomic.fna		-23.00084686279297	-1.1336828470230103	ST2599	Germany	2014	-	-	Klebsiella pneumoniae	KPC-2;KPC-2	CRKp
GCF_014856295.1_ASM1485629v1_genomic.fna		-23.541120529174805	-1.641047477722168	ST896	Germany	2014	-	-	Klebsiella pneumoniae	KPC-2;KPC-2	CRKp
GCF_014856305.1_ASM1485630v1_genomic.fna		-25.3165225982666	0.8082512021064758	ST37-1LV	Germany	2014	-	-	Klebsiella pneumoniae	KPC-2;KPC-2;KPC-2	CRKp
GCF_014856475.1_ASM1485647v1_genomic.fna	Unassigned	-23.541120529174805	-1.641047477722168	nan	Germany	2014	-	iro unknown	Klebsiella aerogenes	KPC-2;KPC-2	CRhvKp
GCF_014856485.1_ASM1485648v1_genomic.fna	Unassigned	-23.540332794189453	-1.7616541385650635	nan	Germany	2014	-	iro unknown	Klebsiella aerogenes	KPC-2;KPC-2	CRhvKp
GCF_014856495.1_ASM1485649v1_genomic.fna	Unassigned	-23.540332794189453	-1.7616541385650635	nan	Germany	2014	-	iro unknown	Klebsiella aerogenes	KPC-2;KPC-2	CRhvKp
GCF_014876795.1_ASM1487679v1_genomic.fna		-20.89621353149414	-3.406895399093628	ST147	Poland	2016	-	-	Klebsiella pneumoniae	NDM-1	CRKp
GCF_014876815.1_ASM1487681v1_genomic.fna		-20.89621353149414	-3.406895399093628	ST147	Poland	2015	-	-	Klebsiella pneumoniae	NDM-1	CRKp
GCF_014876895.1_ASM1487689v1_genomic.fna		-20.89621353149414	-3.406895399093628	ST147	Poland	2016	-	-	Klebsiella pneumoniae	NDM-1	CRKp
GCF_014876905.1_ASM1487690v1_genomic.fna		-20.89621353149414	-3.406895399093628	ST147	Poland	2017	-	-	Klebsiella pneumoniae	NDM-1	CRKp
GCF_014876915.1_ASM1487691v1_genomic.fna		-20.89621353149414	-3.406895399093628	ST147	Poland	2015	-	-	Klebsiella pneumoniae	NDM-1	CRKp
GCF_014876925.1_ASM1487692v1_genomic.fna		-20.89621353149414	-3.406895399093628	ST147	Poland	2015	-	-	Klebsiella pneumoniae	NDM-1	CRKp
GCF_014876935.1_ASM1487693v1_genomic.fna		-20.89621353149414	-3.406895399093628	ST147	Poland	2017	-	-	Klebsiella pneumoniae	NDM-1	CRKp
GCF_014876995.1_ASM1487699v1_genomic.fna		-20.89621353149414	-3.406895399093628	ST147	Poland	2017	-	-	Klebsiella pneumoniae	NDM-1	CRKp
GCF_014877015.1_ASM1487701v1_genomic.fna		-20.89621353149414	-3.406895399093628	ST147	Poland	2017	-	-	Klebsiella pneumoniae	NDM-1	CRKp
GCF_014877025.1_ASM1487702v1_genomic.fna		-20.89621353149414	-3.406895399093628	ST147	Poland	2015	-	-	Klebsiella pneumoniae	NDM-1	CRKp
GCF_014877105.1_ASM1487710v1_genomic.fna		-20.89621353149414	-3.406895399093628	ST147	Poland	2017	-	-	Klebsiella pneumoniae	NDM-1	CRKp
GCF_014877115.1_ASM1487711v1_genomic.fna		-20.89621353149414	-3.406895399093628	ST147	Poland	2017	-	-	Klebsiella pneumoniae	NDM-1	CRKp
GCF_014877125.1_ASM1487712v1_genomic.fna		-20.89621353149414	-3.406895399093628	ST147	Poland	2018	-	-	Klebsiella pneumoniae	NDM-1	CRKp
GCF_014877135.1_ASM1487713v1_genomic.fna		-21.06012725830078	0.2595299780368805	ST147	Poland	2019	-	-	Klebsiella pneumoniae	NDM-1	CRKp
GCF_014877195.1_ASM1487719v1_genomic.fna		-20.89621353149414	-3.406895399093628	ST147	Poland	2017	-	-	Klebsiella pneumoniae	NDM-1	CRKp
GCF_014877205.1_ASM1487720v1_genomic.fna		-20.894184112548828	-3.390874147415161	ST147	Poland	2018	-	-	Klebsiella pneumoniae	NDM-1	CRKp
GCF_014877215.1_ASM1487721v1_genomic.fna		-20.954242706298828	-3.49122953414917	ST147	Poland	2017	-	-	Klebsiella pneumoniae	NDM-1	CRKp
GCF_014877265.1_ASM1487726v1_genomic.fna		-20.89621353149414	-3.406895399093628	ST147	Poland	2017	-	-	Klebsiella pneumoniae	NDM-1	CRKp
GCF_014877295.1_ASM1487729v1_genomic.fna		-20.89621353149414	-3.406895399093628	ST147	Poland	2017	-	-	Klebsiella pneumoniae	NDM-1	CRKp
GCF_014877315.1_ASM1487731v1_genomic.fna		-20.89621353149414	-3.406895399093628	ST147	Poland	2017	-	-	Klebsiella pneumoniae	NDM-1	CRKp
GCF_014877325.1_ASM1487732v1_genomic.fna		-20.89621353149414	-3.406895399093628	ST147	Poland	2016	-	-	Klebsiella pneumoniae	NDM-1	CRKp
GCF_014877365.1_ASM1487736v1_genomic.fna		-20.89621353149414	-3.406895399093628	ST147	Poland	2016	-	-	Klebsiella pneumoniae	NDM-1	CRKp
GCF_014877395.1_ASM1487739v1_genomic.fna		-20.89621353149414	-3.406895399093628	ST147	Poland	2016	-	-	Klebsiella pneumoniae	NDM-1	CRKp
GCF_014877435.1_ASM1487743v1_genomic.fna		-20.89621353149414	-3.406895399093628	ST147	Poland	2016	-	-	Klebsiella pneumoniae	NDM-1	CRKp
GCF_014877615.1_ASM1487761v1_genomic.fna		-20.89621353149414	-3.406895399093628	ST147	Poland	2016	-	-	Klebsiella pneumoniae	NDM-1	CRKp
GCF_014877625.1_ASM1487762v1_genomic.fna		-20.89621353149414	-3.406895399093628	ST147	Poland	2017	-	-	Klebsiella pneumoniae	NDM-1	CRKp
GCF_014877635.1_ASM1487763v1_genomic.fna		-20.89621353149414	-3.406895399093628	ST147	Poland	2018	-	-	Klebsiella pneumoniae	NDM-1	CRKp
GCF_014877645.1_ASM1487764v1_genomic.fna		-20.89621353149414	-3.406895399093628	ST147	Poland	2017	-	-	Klebsiella pneumoniae	NDM-1	CRKp
GCF_014877695.1_ASM1487769v1_genomic.fna		-20.864648818969727	-3.38468599319458	ST147	Poland	2019	-	-	Klebsiella pneumoniae	NDM-1	CRKp
GCF_014877715.1_ASM1487771v1_genomic.fna		-20.89621353149414	-3.406895399093628	ST147	Poland	2017	-	-	Klebsiella pneumoniae	NDM-1	CRKp
GCF_014877725.1_ASM1487772v1_genomic.fna		-20.89621353149414	-3.406895399093628	ST147	Poland	2017	-	-	Klebsiella pneumoniae	NDM-1	CRKp
GCF_014877745.1_ASM1487774v1_genomic.fna		-20.89621353149414	-3.406895399093628	ST147	Poland	2017	-	-	Klebsiella pneumoniae	NDM-1	CRKp
GCF_014877755.1_ASM1487775v1_genomic.fna		-20.89621353149414	-3.406895399093628	ST147	Poland	2019	-	-	Klebsiella pneumoniae	NDM-1	CRKp
GCF_014877795.1_ASM1487779v1_genomic.fna		-20.864648818969727	-3.38468599319458	ST147	Poland	2015	-	-	Klebsiella pneumoniae	NDM-1	CRKp
GCF_014877815.1_ASM1487781v1_genomic.fna		-20.89621353149414	-3.406895399093628	ST147	Poland	2015	-	-	Klebsiella pneumoniae	NDM-1	CRKp
GCF_014877845.1_ASM1487784v1_genomic.fna		-20.89621353149414	-3.406895399093628	ST147	Poland	2019	-	-	Klebsiella pneumoniae	NDM-1	CRKp
GCF_014877855.1_ASM1487785v1_genomic.fna		-20.89621353149414	-3.406895399093628	ST147	Poland	2018	-	-	Klebsiella pneumoniae	NDM-1	CRKp
GCF_014877895.1_ASM1487789v1_genomic.fna		-20.92761993408203	-3.459939956665039	ST147	Poland	2015	-	-	Klebsiella pneumoniae	NDM-1	CRKp
GCF_014877935.1_ASM1487793v1_genomic.fna		-20.89621353149414	-3.406895399093628	ST147	Poland	2015	-	-	Klebsiella pneumoniae	NDM-1	CRKp
GCF_014877955.1_ASM1487795v1_genomic.fna		-20.89621353149414	-3.406895399093628	ST147	Poland	2016	-	-	Klebsiella pneumoniae	NDM-1	CRKp
GCF_014877995.1_ASM1487799v1_genomic.fna		-20.89621353149414	-3.406895399093628	ST147	Poland	2017	-	-	Klebsiella pneumoniae	NDM-1	CRKp
GCF_014878005.1_ASM1487800v1_genomic.fna		-20.89621353149414	-3.406895399093628	ST147	Poland	2019	-	-	Klebsiella pneumoniae	NDM-1	CRKp
GCF_014879995.1_ASM1487999v1_genomic.fna		-20.89621353149414	-3.406895399093628	ST147	Poland	2017	-	-	Klebsiella pneumoniae	NDM-1	CRKp
GCF_014880005.1_ASM1488000v1_genomic.fna		-21.262203216552734	-0.404970645904541	ST147	Poland	2016	-	-	Klebsiella pneumoniae	NDM-1	CRKp
GCF_014880015.1_ASM1488001v1_genomic.fna		-20.89621353149414	-3.406895399093628	ST147	Poland	2015	-	-	Klebsiella pneumoniae	NDM-1	CRKp
GCF_014880035.1_ASM1488003v1_genomic.fna		-20.89621353149414	-3.406895399093628	ST147	Poland	2018	-	-	Klebsiella pneumoniae	NDM-1	CRKp
GCF_014880095.1_ASM1488009v1_genomic.fna		-20.89621353149414	-3.406895399093628	ST147	Poland	2017	-	-	Klebsiella pneumoniae	NDM-1	CRKp
GCF_014880155.1_ASM1488015v1_genomic.fna		-20.89621353149414	-3.406895399093628	ST147	Poland	2019	-	-	Klebsiella pneumoniae	NDM-1	CRKp
GCF_014882585.1_ASM1488258v1_genomic.fna		-22.980119705200195	-0.15412814915180206	ST526	Japan	2019	-	-	Klebsiella quasipneumoniae subsp. quasipneumoniae	GES-24;GES-24	CRKp
GCF_014883955.1_ASM1488395v1_genomic.fna		-22.723474502563477	-0.6178386807441711	ST504	Colombia	2015	-	-	Klebsiella pneumoniae	KPC-2	CRKp
GCF_014893975.1_ASM1489397v1_genomic.fna		-23.845666885375977	7.8316545486450195	ST65	Madagascar	2017	iuc 1	-	Klebsiella pneumoniae	-	hvKp
GCF_014893995.1_ASM1489399v1_genomic.fna		-23.845666885375977	7.8316545486450195	ST86	Madagascar	2017	iuc 1	iro 1	Klebsiella pneumoniae	-	hvKp
GCF_014894015.1_ASM1489401v1_genomic.fna		-23.831350326538086	7.883890151977539	ST3443	Madagascar	2017	iuc 1	-	Klebsiella pneumoniae	-	hvKp
GCF_014901435.1_ASM1490143v1_genomic.fna		-22.629655838012695	-3.947878122329712	nan	USA	NA	-	iro unknown	Klebsiella aerogenes	-	hvKp
GCF_014901455.1_ASM1490145v1_genomic.fna		-22.629655838012695	-3.947878122329712	nan	USA	NA	-	iro unknown	Klebsiella aerogenes	-	hvKp
GCF_014901595.1_ASM1490159v1_genomic.fna		-22.629655838012695	-3.947878122329712	nan	USA	NA	-	iro unknown	Klebsiella aerogenes	-	hvKp
GCF_014902735.1_ASM1490273v1_genomic.fna		-22.629655838012695	-3.947878122329712	nan	USA	NA	-	iro unknown	Klebsiella aerogenes	-	hvKp
GCF_014902855.1_ASM1490285v1_genomic.fna		-23.50031852722168	-1.507482886314392	nan	USA	NA	-	iro unknown	Klebsiella aerogenes	-	hvKp
GCF_014904025.1_ASM1490402v1_genomic.fna		-20.286977767944336	-0.12296083569526672	ST147	Germany	2015	-	-	Klebsiella pneumoniae	OXA-181	CRKp
GCF_014905815.1_ASM1490581v1_genomic.fna		-20.726341247558594	-0.6371144652366638	ST11	Myanmar	2018	-	-	Klebsiella pneumoniae	NDM-5	CRKp
GCF_014946705.1_ASM1494670v1_genomic.fna		-24.096149444580078	1.1933740377426147	ST336	Thailand	2018	-	-	Klebsiella pneumoniae	NDM-1	CRKp
GCF_014946925.1_ASM1494692v1_genomic.fna		-22.27228355407715	2.181872606277466	ST37-1LV	Pakistan	2016	-	-	Klebsiella pneumoniae	OXA-232	CRKp
GCF_014946935.1_ASM1494693v1_genomic.fna		-25.770893096923828	7.16230583190918	ST15	Pakistan	2016	-	-	Klebsiella pneumoniae	NDM-1	CRKp
GCF_014946945.1_ASM1494694v1_genomic.fna		-22.27228355407715	2.181872606277466	ST37-1LV	Pakistan	2015	-	-	Klebsiella pneumoniae	OXA-232	CRKp
GCF_014946955.1_ASM1494695v1_genomic.fna		-22.632150650024414	1.1692259311676025	ST736	Pakistan	2015	-	-	Klebsiella quasipneumoniae subsp. similipneumoniae	NDM-7	CRKp
GCF_014961485.1_ASM1496148v1_genomic.fna		-22.833860397338867	3.561304807662964	ST2667	China	2019	-	-	Klebsiella pneumoniae	KPC-2;NDM-1	CRKp
GCF_015074925.1_ASM1507492v1_genomic.fna	A	-25.195423126220703	8.742676734924316	ST23	Russia	2014	iuc 1	iro 1	Klebsiella pneumoniae	OXA-48	CRhvKp
GCF_015178905.2_ASM1517890v2_genomic.fna		-25.35750961303711	7.568459987640381	ST11	Taiwan	2015	-	-	Klebsiella pneumoniae	KPC-2	CRKp
GCF_015207945.1_ASM1520794v1_genomic.fna		-23.70078468322754	-1.370876669883728	ST218	Russia	2014	iuc 1	iro 1	Klebsiella pneumoniae	-	hvKp
GCF_015207995.1_ASM1520799v1_genomic.fna		-23.845666885375977	7.8316545486450195	ST86	Russia	2014	iuc 1	iro 1	Klebsiella pneumoniae	-	hvKp
GCF_015208015.1_ASM1520801v1_genomic.fna	C	-20.89531135559082	1.0975435972213745	ST395	Russia	2014	iuc 1	-	Klebsiella pneumoniae	OXA-48	CRhvKp
GCF_015208835.1_ASM1520883v1_genomic.fna		-21.228361129760742	-2.6920602321624756	ST607	South Africa	2019	-	-	Klebsiella pneumoniae	NDM-1	CRKp
GCF_015208855.1_ASM1520885v1_genomic.fna		-21.323415756225586	-0.9858829975128174	ST15	South Africa	2019	-	-	Klebsiella pneumoniae	OXA-181	CRKp
GCF_015208875.1_ASM1520887v1_genomic.fna		-22.559980392456055	2.6437268257141113	ST17	South Africa	2019	-	-	Klebsiella pneumoniae	OXA-181	CRKp
GCF_015208905.1_ASM1520890v1_genomic.fna		-21.298524856567383	-1.893206238746643	ST39	South Africa	2019	-	-	Klebsiella pneumoniae	OXA-181	CRKp
GCF_015208925.1_ASM1520892v1_genomic.fna		-21.301559448242188	-1.2229232788085938	ST17	South Africa	2019	-	-	Klebsiella pneumoniae	OXA-181	CRKp
GCF_015208935.1_ASM1520893v1_genomic.fna		-21.202377319335938	-1.5714144706726074	ST17	South Africa	2019	-	-	Klebsiella pneumoniae	OXA-181	CRKp
GCF_015209025.1_ASM1520902v1_genomic.fna		-21.323415756225586	-0.9858829975128174	ST15	South Africa	2019	-	-	Klebsiella pneumoniae	OXA-181	CRKp
GCF_015209055.1_ASM1520905v1_genomic.fna		-22.8784236907959	-0.025119956582784653	ST3318	South Africa	2019	-	-	Klebsiella quasipneumoniae subsp. similipneumoniae	GES-5^	CRKp
GCF_015209135.1_ASM1520913v1_genomic.fna		-21.57686996459961	-1.5500061511993408	ST152	South Africa	2019	-	-	Klebsiella pneumoniae	OXA-48	CRKp
GCF_015209155.1_ASM1520915v1_genomic.fna	Unassigned	-24.46402359008789	0.6218236684799194	ST218	Russia	2013	iuc 1	iro 1	Klebsiella pneumoniae	OXA-244	CRhvKp
GCF_015209205.1_ASM1520920v1_genomic.fna	A	-24.978588104248047	8.586418151855469	ST23	Russia	2012	iuc 1	iro 1	Klebsiella pneumoniae	OXA-48	CRhvKp
GCF_015209215.1_ASM1520921v1_genomic.fna		-23.845666885375977	7.8316545486450195	ST86	Russia	2016	iuc 1	iro 1	Klebsiella pneumoniae	-	hvKp
GCF_015209235.1_ASM1520923v1_genomic.fna		-23.845666885375977	7.8316545486450195	ST86	Russia	2016	iuc 1	iro 1	Klebsiella pneumoniae	-	hvKp
GCF_015209245.1_ASM1520924v1_genomic.fna	Unassigned	-24.46402359008789	0.6218236684799194	ST218	Russia	2013	iuc 1	iro 1	Klebsiella pneumoniae	OXA-244	CRhvKp
GCF_015209285.1_ASM1520928v1_genomic.fna		-25.442184448242188	8.823409080505371	ST23	Russia	2013	iuc 1	iro 1	Klebsiella pneumoniae	-	hvKp
GCF_015209325.1_ASM1520932v1_genomic.fna		-25.281274795532227	8.929618835449219	ST23	Russia	2014	iuc 1	iro 1	Klebsiella pneumoniae	-	hvKp
GCF_015209345.1_ASM1520934v1_genomic.fna	Unassigned	-24.46402359008789	0.6218236684799194	ST218	Russia	2013	iuc 1	iro 1	Klebsiella pneumoniae	OXA-244	CRhvKp
GCF_015209355.1_ASM1520935v1_genomic.fna		-20.961578369140625	0.9796231389045715	ST395	Russia	2015	-	-	Klebsiella pneumoniae	OXA-48	CRKp
GCF_015209405.1_ASM1520940v1_genomic.fna	C	-20.880401611328125	1.113211989402771	ST395	Russia	2013	iuc 1	-	Klebsiella pneumoniae	OXA-48	CRhvKp
GCF_015209425.1_ASM1520942v1_genomic.fna	Unassigned	-24.46402359008789	0.6218236684799194	ST218	Russia	2013	iuc 1	iro 1	Klebsiella pneumoniae	OXA-244	CRhvKp
GCF_015209465.1_ASM1520946v1_genomic.fna	C	-20.918447494506836	1.1004587411880493	ST395	Russia	2013	iuc 1	-	Klebsiella pneumoniae	OXA-48	CRhvKp
GCF_015209475.1_ASM1520947v1_genomic.fna	Unassigned	-24.46402359008789	0.6218236684799194	ST218	Russia	2013	iuc 1	iro 1	Klebsiella pneumoniae	OXA-244	CRhvKp
GCF_015228705.1_ASM1522870v1_genomic.fna	A	-25.676694869995117	8.624703407287598	ST11	China	2019	iuc 1 (truncated)	-	Klebsiella pneumoniae	KPC-2;NDM-5	CRhvKp
GCF_015238555.1_ASM1523855v1_genomic.fna		-22.833860397338867	3.561304807662964	ST2667	China	2019	-	-	Klebsiella pneumoniae	KPC-2;NDM-1	CRKp
GCF_015238655.1_ASM1523865v1_genomic.fna		-25.517568588256836	7.303836345672607	ST11	China	2019	-	-	Klebsiella pneumoniae	KPC-2	CRKp
GCF_015238895.1_ASM1523889v1_genomic.fna		-25.53376579284668	7.322350978851318	ST11	China	2019	-	-	Klebsiella pneumoniae	KPC-2	CRKp
GCF_015239135.1_ASM1523913v1_genomic.fna		-25.741397857666016	7.378628253936768	ST11	China	2019	-	-	Klebsiella pneumoniae	KPC-2*	CRKp
GCF_015239295.1_ASM1523929v1_genomic.fna		-25.5655517578125	7.368943214416504	ST11	China	2019	-	-	Klebsiella pneumoniae	KPC-2	CRKp
GCF_015243235.1_ASM1524323v1_genomic.fna	A	-25.46392822265625	8.619185447692871	ST11	China	2020	iuc 1	-	Klebsiella pneumoniae	KPC-2	CRhvKp
